newscontents,label
Based on the first quarter result  existing order backlog and new order prospects  the company expects that full year sales will contract by 25 % from 2008  the gross margin will stay at a healthy level  and the operating profit margin will be lower than in 2008 due to lower sales volume .,-1
Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital  giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .,1
He answers questions on how many visitors Conversations gets  how big the team is and what the problems are when setting up social media channels .,0
stores 16 March 2010   Finnish stationery and gift retailer Tiimari HEL  TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,-1
A local waste management company  Turun Seudun J+tehuolto  has planned to set up a 150000 tonne waste burning facility .,0
According to Chairman Michael Hornborg  the organizations has merely criticised Raisio weak performance .,0
As a result  the Russia import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .,1
Finnish forestry company UPM Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,0
Only the driver was left in the car with the suspect  who was kidnapped and forced at gunpoint to drive to Durham .,-1
PGE Belchatow runs the 4.44 GW Belchatow coal fired power plant  and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj  TVO    another Finnish utility   at the their jointly owned 565MW Meri Pori coal fired facility .,0
The chain has been trying to cut its own costs  pressuring vendors such as fitness equipment manufacturer Precor to slash prices .,0
BioTie North American licensing partner Somaxon Pharmaceuticals started a phase II III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,0
For 24 hour news  try ICIS news  Click  trial   then ICIS news,0
He wore a black beanie type cap and a black jacket .,0
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,-1
The products have a low salt and fat content .,0
The total need for staff cuts corresponds to about 300 man years .,-1
According to product manager Lassi Hietanen  building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .,0
According to Scanfil  demand for telecommunications network products has fluctuated significantly in the third quarter of 2006  and the situation is expected to remain unstable for the rest of the year .,-1
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re routing .,-1
HELSINKI Thomson Financial   Shares closed little changed  with Cargotec and Huhtamaki dropping sharply on disappointing second quarter reports .,-1
The airline estimated that the cancellation of its flights due to the closure of European airspace  and the process of recommencing traffic  have caused a the company a loss of EUR20m  including the costs of stranded passengers  accommodation .,-1
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm patented technology .,-1
In Finland  OP Pohjola staff union is boycotting the group insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .,-1
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,-1
Samsung currently occupies third place and lost ground during the quarter  dropping by 1.8 % to an 11.1 % share overall .,-1
The Baltimore Police and Fire Pension  which has about $ 1.5 billion  lost about $ 3.5 million in Madoff Ponzi scheme .,-1
Vanhanen said the strike would be  extremely damaging  as some 1300 participants and reporters begin to arrive in Finland for the one day EU summit with Russian President Vladimir Putin in Lahti  about 100 kilometers  60 miles  north of Helsinki .,-1
 Small firms are suffering at the moment because they are likely to have money trouble   he added .,-1
Altogether Finnair has canceled over 500 flights because of the strike .,-1
Operating result  excluding one off items  totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations  excluding one off items in 2004 .,-1
Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit  which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .,-1
Making matters more difficult  the company said it has been grappling with higher oil and gas prices  which have pushed up the cost of energy  raw materials and transportation .,-1
 Beyond the improved voice capabilities  customers now have a streamlined way to comply with recalls and other traceability requirements  providing them with a competitive advantage .,1
Finnair was able to operate most of its leisure flights despite the strike .,1
The business idea of Budget Sport is to offer customers a wide range of high quality sports equipment and clothing at low prices  the company said .,0
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,0
